image_path,emotion,valence,arousal,color,lighting,composition,situation
/kaggle/working/Images/Symbolism/0012036_FerdinandHodler-GrandMuveran.jpg,Calm,Positive,Low,"Cool tones with soft saturation, blending purples, blues, and greens.","Soft contrast, with diffuse light enhancing the tranquil atmosphere.",Dynamic with a central focus on the mountain range.,"A majestic mountain dominates the landscape, its rugged peaks tinged with purples and blues, while misty clouds swirl below. The gentle slopes are dotted with hints of green, creating a harmonious blend of earth and sky."
/kaggle/working/Images/Symbolism/0012073_MstislavDobuzhinsky-OldcityinKaunas.jpg,Calm,Positive,Low,"The use of black and white provides high contrast, emphasizing simplicity and nostalgia.","Sharp contrasts between light and dark bring clarity and define the forms, enhancing the scene's dramatic impact.","The composition is dynamically structured, with a central focus on the church and fences, creating movement and depth.","This monochrome image displays a rustic, village scene with a prominent church. The landscape features a series of wooden fences in the foreground, and a skyline dominated by church towers, creating a sense of historical simplicity and tranquility."
/kaggle/working/Images/Symbolism/0012078_GiovanniSegantini-AveMariaaTrasbordo.jpg,Calm,Positive,Low,"Warm tones dominate, with subtle contrasts between the golden sky and the cool water.","Soft light source, with a gentle contrast between light and dark areas.","Balanced, with the boat and figures centrally focused, drawing the eye inward.","The image depicts a serene scene of two individuals on a boat laden with sheep, gently floating on calm waters. The setting sun casts a warm, golden glow over the scene, adding to the tranquil atmosphere."
/kaggle/working/Images/Symbolism/0012178_KonstantinBogaevsky-Landscapewithcastle.jpg,Excited,Positive,High,Warm tones with high saturation and rich contrast.,Soft light with subtle contrasts between light and dark.,Dynamic with a central focus on the rocky outcrop.,"The painting depicts a lush, fantastical landscape with towering rock formations, vibrant greenery, and a winding path leading to a distant castle. The sky is a dramatic blend of clouds and colors, adding depth and intrigue."
/kaggle/working/Images/Symbolism/0012189_GustavKlimt-BirchinaForest.jpg,Calm,Positive,Low,"Cool tones prevail, with low saturation and high contrast, lending a subdued, tranquil mood.","Soft, diffuse light gently highlights the bark, creating subtle light-dark contrasts that enhance depth.","Central focus on the tree trunk creates a symmetrical, stable composition that draws the eye inward.","A solitary, towering tree trunk dominates the foreground, its textured bark rich with detail, juxtaposed against a dark, mysterious forest. The muted, earthy palette enhances the somber, serene atmosphere enveloping the scene, inviting quiet reflection."
/kaggle/working/Images/Symbolism/0012283_EugèneJansson-Nocturne.jpg,Calm,Positive,Low,"Cool tones dominate, with rich blues and subtle hints of white, creating gentle contrast.","Light source comes from the shimmering reflections, creating contrast between the illuminated waves and the shadowy depths.","The piece has a dynamic composition, with a sweeping wave leading the eye through the scene.","The painting depicts a serene seascape under a deep indigo sky, with swirling waves and distant city lights shimmering along the horizon. The textured brushstrokes create the illusion of movement and depth, evoking a sense of tranquility and mystery."
/kaggle/working/Images/Symbolism/0012288_ArkadyRylov-Summersketch(Quietevening).jpg,Contentment,Positive,Low,"Warm tones dominate, with saturated greens and soft blues, creating a harmonious and calming contrast.","Soft and diffused light from the right casts elongated shadows, creating a rich play of light and dark.","The dynamic composition features a strong diagonal line, drawing the eye from the meadow to the horizon.","The painting depicts a serene landscape with a sunlit meadow stretching into the distance. The grass is dotted with tiny wildflowers, and tall, lush trees border the right side. Fluffy clouds float in the soft, blue sky."
/kaggle/working/Images/Symbolism/0012636_KonstantinVasilyev-In another window.jpg,Excited,Positive,High,"Cool tones dominate, with muted blues and greys, contrasted by subtle warm accents.",Soft light from the window enhances textures and creates gentle shadows.,"Central focus on the couple, creating a sense of intimacy and tension.","The image presents a couple in an intense embrace, set against a rustic wooden backdrop with frosted windows. The woman, draped in an intricate patterned shawl, holds a scythe, while the man's gaze is intense and protective."
"/kaggle/working/Images/Symbolism/0012657_JoanBrull-Les,bustoDeJovenSonriendo.jpg",Calm,Positive,Low,"Warm tones of beige and green are predominant, with moderate saturation and gentle contrast.","The light source is subtle, creating a soft play of light and shadow across her face, enhancing her gentle expression.","The composition is centrally focused, drawing attention to the subject's face and expression.","The painting features a young woman with a gentle smile, her head crowned with leaves. Soft, earthy tones dominate, with her expression exuding warmth. The background is an abstract, muted blend that complements her serene demeanor."
/kaggle/working/Images/Sōsaku hanga/0006024_KaoruKawano-SmallBirds(B).jpg,Calm,Positive,Low,"The work features cool tones with muted contrasts, dominated by shades of gray, white, and black, creating a subdued atmosphere.","Soft light illuminates the central figures, with a balanced play of light and dark that highlights their presence.","The composition is vertically symmetrical, with a central focus on the winding figure and birds, guiding the viewer’s eye throughout.","In this artwork, a textured, dark column-like form dominates the piece. Two white birds rest upon a pale figure that winds through the darkness. The image evokes a sense of contemplation and solitude."
/kaggle/working/Images/Sōsaku hanga/0006403_ToshiYoshida-MorinjiinSpring.jpg,Calm,Positive,Low,"Cool and desaturated tones dominate, with subtle contrasts between the greens and purples.","Soft, diffuse lighting with minimal shadow, conveying a calm, early morning atmosphere.","Balanced and harmonious, with a dynamic yet gentle flow leading the eye along the river.","The serene landscape captures a gentle river winding through lush, expansive marshlands. A distant line of trees, painted in muted purples and greens, meets a soft, pale sky. The scene is tranquil and reflective."
/kaggle/working/Images/Sōsaku hanga/0006877_KiyoshiSaito-ClayImage.jpg,Calm,Positive,Low,"The artwork uses cool tones with moderate saturation against a contrasting warm red, creating tension and depth.","Minimal light-dark contrast, using soft diffused lighting to emphasize shapes.","Central focus with a balanced, symmetrical arrangement, drawing attention to the figure's form.","The image features an abstract figure with geometric shapes, set against a textured deep red background. The figure, composed of muted white and gray tones, incorporates overlapping elements and curved lines, suggesting a humanoid form."
/kaggle/working/Images/Sōsaku hanga/0006935_KoshiroOnchi-TheSea.jpg,Contentment,Positive,Low,"Warm earthy tones dominate, with pops of cool blue and vibrant red, creating moderate contrast and gentle saturation.","Soft lighting with subtle shadows enhances the dimensionality, suggesting a bright yet subdued ambiance.","The composition is balanced, with a dynamic yet harmonious placement of elements, drawing the viewer’s eye across the scene.","The image presents an array of seashells and starfish arranged on a sandy backdrop. The muted earthy tones contrast with a vibrant red starfish, adding texture and visual interest. The composition evokes a serene, beachside atmosphere."
/kaggle/working/Images/Sōsaku hanga/0008066_FunasakaYoshisuke-799.jpg,Calm,Positive,Low,"Cool tones dominate with bright, saturated accents.",Subtle shadows enhance depth; light tones evenly dispersed.,Symmetrical balance with a central focus on the grid.,"The image features a minimalist design with a central gray square grid. Flanking its sides are colorfully wavy vertical lines in red, white, yellow, cyan, and green. Sparse black dots punctuate the gray background."
/kaggle/working/Images/Sōsaku hanga/0008264_MakiHaku-Poem70-83.jpg,Calm,Positive,Low,"Warm tones dominate, with muted golds and soft whites contrasting against splashes of deep red and green.","Even lighting, allowing the textures and subtle shadows of the incisions to be highlighted.","Dynamic, with an off-center arrangement of shapes and symbols creating movement and intrigue.","The artwork features a minimalist composition with abstract shapes in rich, earthy tones. Large geometric forms and small circles are arranged against a textured background. Intricately carved symbols add a layer of cultural or thematic depth."
"/kaggle/working/Images/Sōsaku hanga/0010151_KiyoshiSaito-Yuki,yuhi(Snow,sunset).jpg",Sad,Negative,Low,"Dominated by cool, dark tones contrasted with a warm, vibrant red, resulting in high saturation.",Minimalistic use of light; the red sun contrasts sharply with the dark surroundings.,"Strongly symmetrical and balanced, with a central focus on the red sun.","The image depicts a stark, minimalist forest scene with an arresting red sphere against a dark backdrop. Thin, black tree silhouettes stretch upward, their stark forms contrasting with the bold, circular sun."
/kaggle/working/Images/Sōsaku hanga/0010236_ToshiYoshida-ToshoguShrineNikko.jpg,Contentment,Positive,Low,"Cool tones dominate, with muted greens and grays, contrasted by warm golden accents.","Soft, with gentle contrasts that highlight architectural features and natural elements.","Dynamic, guided by vertical tree lines and the horizontal path leading into the scene.","The image depicts an intricate temple scene, framed by towering trees. Ornate roofs with gilded details and stone lanterns line the path, leading the eye through the serene, historic atmosphere. Visitors wander, absorbed in their surroundings."
/kaggle/working/Images/Sōsaku hanga/0011019_KiyoshiSaito-MotherLove.jpg,Happy,Positive,High,"Dominated by cool, muted tones with stark black and white contrasts.","Subtle, with light-dark contrasts emphasizing form and depth.","Asymmetrical and dynamic, guiding the viewer's eye along the forms of the cats.","The image depicts two cats, one large and one small, dynamically posed against a textured background. The larger cat is playfully stretched above the smaller one. The contrasting colors and forms create a sense of motion and interaction."
/kaggle/working/Images/Sōsaku hanga/0012123_KaoruKawano-TheBigOwl.jpg,Calm,Positive,Low,"A blend of muted, cool tones and earthy shades create a subdued visual palette with moderate saturation.","Soft contrasts between the muted colors suggest a gentle, diffused light source.","The central focus is on the owl, lending a symmetrical and balanced composition.","The image features a stylized owl, its form composed of bold, geometric shapes. The owl's large eyes are strikingly abstract, and its plumage is rendered with contrasting stripes and patterns, set against a dark background."
/kaggle/working/Images/Sōsaku hanga/0012132_MakiHaku-Poem71-58.jpg,Annoyed,Negative,High,Dominated by warm red tones with stark contrasts of black and small cool blue accents.,"Sharp, with high contrast between the dark background and vivid colors, enhancing depth.","Dynamic, with a central focus on the red form, creating a sense of movement.","The image features a bold, abstract design with a dominant red shape resembling a cracked shield against a dark background. Intricate black lines and shapes interlace within, creating a sense of mystery, with patches of blue adding contrast."
/kaggle/working/Images/Sōsaku hanga/0012240_MakiHaku-Work73-41.jpg,Calm,Positive,Low,"The artwork uses cool tones with a high contrast between black and white, and subtle pastel accents.","The contrast between light and dark is sharp, adding depth and dimension.","The composition is dynamic with an asymmetrical balance, guiding the viewer's gaze across the elements.","The image showcases abstract forms, consisting of black and white shapes with a minimalist approach. Two large black rectangles dominate the composition, intersected by thin, linear strokes and small squares with soft hues, invoking a sense of balance and modernity."
/kaggle/working/Images/Sōsaku hanga/0012803_KiyoshiSaito-BuddhaAsyuraNara.jpg,Calm,Positive,Low,"Earthy warm tones with muted saturation, creating a serene atmosphere.",Gentle contrasts with soft light enhancing the sense of calmness.,"Symmetrically balanced, with a central focus on the submerged figure, engaging and inviting.","A whimsical and abstract portrayal features a figure submerged in water, with only the head and legs visible. The geometric tiles and minimalist lines echo a simplistic, yet striking composition."
/kaggle/working/Images/Sōsaku hanga/0013425_FunasakaYoshisuke-956.jpg,Calm,Positive,Low,"The artwork utilizes both cool and warm tones, with medium saturation and moderate contrast.","The lighting is neutral, with minimal contrast between light and shadow.","The composition is harmonious, with a central focus on the grid and symmetrical elements on either side.","The artwork features a central large square with a grid pattern, surrounded by colorful vertical lines. The background is neutral, highlighting the vibrant hues of blue, red, and orange. Subtle splatters add texture."
/kaggle/working/Images/Sōsaku hanga/0013463_KaoruKawano-GirlRelaxing(Fish).jpg,Calm,Positive,Low,"Muted with a mix of warm and cool tones, providing subtle contrast and emotional depth.","Minimal, with soft contrasts, contributing to a calm atmosphere.","Balanced with a central focus on the figure, creating symmetry and stability.","The image presents a contemplative figure, their head resting in hands, set against a contrasting background split into warm and cool tones. Their expression is serene, amidst a simplistic yet evocative scene characterized by bold lines and muted colors."
/kaggle/working/Images/Sōsaku hanga/0013634_MakiHaku-71-2.jpg,Calm,Positive,Low,Warm earthy tones with moderate saturation against a contrasting dark background.,Minimal contrast; subtle shading highlights texture.,"Central focus, symmetrical pattern, drawing immediate attention.","The image features an abstract mask-like design on a dark background. The mask is textured with intricate lines and patterns, resembling tribal or ancient influences. Its earthy tones highlight a central facial motif with striking simplicity."
/kaggle/working/Images/Sōsaku hanga/0014121_MakiHaku-Work625.jpg,Contentment,Positive,Low,"Cool and subdued tones, mainly greens and earth tones, with low saturation and gentle contrast.","Soft lighting, with minimal shadowing, emphasizing texture over dramatic contrast.","Dynamic arrangement with asymmetrical elements, creating movement and interest.","The artwork features abstract, organic shapes in muted tones. Swathes of textured green and white swirl around central circular motifs. A spectrum of ochre, cream, and deep green renders a contemporary yet natural aesthetic, akin to flora or landscapes."
/kaggle/working/Images/Sōsaku hanga/0015793_MakiHaku-Poem72-24.jpg,Calm,Positive,Low,"The artwork features a harmonious mix of warm and cool tones, with moderate saturation and contrast.","Minimal shadows are present, focusing on flat color application rather than dimensionality.","The layout is balanced yet dynamic, with elements positioned strategically across the canvas.","The image displays abstract calligraphy in bold, dark hues against a light background. A yellow circle and a small green accent add a hint of vibrancy, while a red stamp adds a traditional touch."
/kaggle/working/Images/Sōsaku hanga/0016415_MakiHaku-Poem69-26.jpg,Calm,Positive,Low,"The artwork features cool tones with a muted palette, contrasted by the warm golden hue.","Minimal shadow presence; the light is diffused, highlighting the stark contrast between black and white.","The composition is dynamic with angular elements, focusing on balance and contrast.","The image showcases a bold, abstract design with sharp, angular black shapes on a textured white background. A singular, smooth golden element adds contrast, evoking a sense of minimalistic elegance and balance."
/kaggle/working/Images/Sōsaku hanga/0016616_KiyoshiSaito-Miroku.jpg,Calm,Positive,Low,"Cool tones dominate, with low saturation and minimal contrast, creating a serene visual mood.","Soft light source, minimal contrast, contributing to a gentle, contemplative atmosphere.","Central focus on the figure, with balanced elements that draw the viewer’s attention subtly throughout.","The artwork features a seated figure with an ethereal presence, rendered in a muted monochrome palette. The figure, captured in profile, exudes tranquility against a textured backdrop that hints at depth and complexity."
/kaggle/working/Images/Sōsaku hanga/0019212_KaoruKawano-Camellia(I).jpg,Contentment,Positive,Low,"Warm tones dominate, with high contrast due to the vibrant red.","Minimal shading, emphasizing color over light.","Asymmetrical, creating visual interest and movement.","The image features a series of abstract floral forms in soft grays, with golden centers, set against a rich, textured crimson background. An organic shape in warm brown adds contrast, creating a harmonious balance between colors and shapes."
/kaggle/working/Images/Sōsaku hanga/0019672_UnichiHiratsuka-IrozakiPoint.jpg,Calm,Positive,Low,"Cool tones with deep blues, contrasted with the bright greens and yellows; moderate saturation.","Even light source, subtle light-dark contrast, gentle shadows.",Dynamic composition with a strong diagonal focus on the coastline.,"The artwork features a serene coastal landscape with steep cliffs jutting into a vast expanse of calm sea. Sparse greenery tops the rugged cliffs, contrasting with the deep blue ocean and the light sky."
/kaggle/working/Images/Sōsaku hanga/0019791_TadashiNakayama-Incarnation(Raku).jpg,Excited,Positive,High,"The use of warm tones, with saturated orange and contrasting dark hues, enhances its vibrancy.","Soft contrasts between light and dark areas emphasize the feathers, giving depth.","The composition is dynamic, with the figure positioned diagonally, creating a feeling of upward motion.","The image depicts a dynamic bird-like form composed of fiery orange and black feather-like elements, set against a textured brown background. The creature's form imparts a sense of motion and energy, accentuated by its bold contrast."
/kaggle/working/Images/Sōsaku hanga/0020125_FunasakaYoshisuke-LemonwithHoles.jpg,Excited,Positive,High,"The colors are warm and vividly saturated, creating a striking contrast with the white space.","The artwork relies on color contrast rather than light, with vivid colors against a stark background.","The composition is dynamic, with a focus on the colorful periphery which draws the eye outward.","The image features a minimalist composition with vibrant borders enclosing a mostly white space. Bright primary colors—yellow, blue, green, and red—form an abstract frame with geometric shapes and subtle textures."
/kaggle/working/Images/Sōsaku hanga/0021518_KaoruKawano-Mystery.jpg,Calm,Positive,Low,"The artwork uses warm, earthy tones with high contrast, primarily white, black, and yellow, creating a dramatic, focused impact.","There is a high contrast between light and dark, with the light source subtly implied to the left, creating soft shadows.","The composition is asymmetrical with a central focus on the enigmatic figure, drawing the eye naturally to the center.","The artwork features a minimalist figure adorned in a white cloak against a stark black background. The figure’s face is partially visible, rendered in gentle yellow, evoking an enigmatic, contemplative atmosphere."
"/kaggle/working/Images/Sōsaku hanga/0021878_UnichiHiratsuka-SteppingStonesinAfternoon,NaraIsui-en.jpg",Calm,Positive,Low,"Dominated by cool black and white tones, contributing to a high contrast.",Sharp contrasts accentuate depth with shadows around each stone.,"Dynamic, leading the eye along the pathway formed by the stones.","The image presents a monochromatic scene with circular stone steps, leading across a water body. The stones display intricate patterns, and their reflections ripple in the water. Surrounding foliage adds subtle complexity to the stark contrast."
/kaggle/working/Images/Sōsaku hanga/0022510_UnichiHiratsuka-Yuzuruha-ClassicalBeauty.jpg,Calm,Positive,Low,Monochrome tones highlight contrast and simplicity.,"Sharp contrasts create depth, using black and white effectively.","Symmetrical, with a balanced sense of harmony.","A minimalistic black and white illustration depicts a serene figure beside lush foliage. The person, adorned with traditional attire, features an enigmatic expression. The bold lines emphasize simplicity and calm, set within a rectangular frame."
/kaggle/working/Images/Sōsaku hanga/0022891_ToshiYoshida-WhitePlumintheFarmyard.jpg,Calm,Positive,Low,"Soft cool tones dominate with gentle saturation, creating a subtle contrast between foreground and background.","Soft, diffused lighting accentuates textures, with gentle contrasts lending an ethereal quality.","Dynamic composition with tree reaching diagonally, balanced by horizontal roof lines.","A serene depiction of a blooming plum tree intertwined with traditional architectural elements, evoking harmony. Delicate blossoms contrast against the sturdy roof, capturing a tranquil interplay between nature and structure."
/kaggle/working/Images/Sōsaku hanga/0023762_UnichiHiratsuka-TamaRiverinRain.jpg,Calm,Positive,Low,"The color palette is composed of warm and soft hues, with moderate saturation, gently contrasting the red roofs with the muted landscape.","The light is diffuse, with subtle light-dark contrast that enhances the tranquility of the scene.","The composition is asymmetrical yet harmonious, with the red-roofed structures leading the eye along the shoreline.","The image reveals a tranquil riverside scene with a series of red-roofed structures near a sandy shore. The background displays softly rolling hills under a mellow sky, creating a serene and balanced landscape."
/kaggle/working/Images/Sōsaku hanga/0023902_ToshiYoshida-Matsumoto.jpg,Calm,Positive,Low,"Cool tones blend with muted, earthy shades; medium saturation.","Soft lighting from an overhead source, gentle shadows.",Balanced with central focus on architecture and layered depth.,"A serene village scene by a river, featuring traditional Japanese architecture, lush greenery, and distant mountains. Ducks swim in the calm water, while small figures add life to the tranquil landscape."
/kaggle/working/Images/Sōsaku hanga/0024253_ToshiYoshida-MonumentValley.jpg,Calm,Positive,Low,"Dominated by warm tones, the colors transition from deep reds to soft pastels, offering low saturation and a peaceful contrast.","The light source is the moon, creating a subtle light-dark contrast with soft, enveloping shadows.","The composition is symmetrical, with a central focus on the mesas and moon, leading the eye naturally across the canvas.","The image depicts a serene landscape of Monument Valley at dusk, with prominent mesas casting elongated shadows against a pastel sky. A luminous moon hangs low, illuminating the scene with a gentle glow."
/kaggle/working/Images/Sōsaku hanga/0024524_YamamuraToyonari-TypicalDaughterofDowntownEdo.jpg,Calm,Positive,Low,Warm tones with subtle contrasts.,"Soft lighting, minimal shadowing.",Vertical and balanced.,"The image depicts a woman in traditional Japanese attire, intricately designed with rich patterns. She is seated gracefully, holding a delicate object. The setting is serene, with soft colors harmonizing to create a peaceful atmosphere."
/kaggle/working/Images/Sōsaku hanga/0024526_FunasakaYoshisuke-929(Mt.Fuji).jpg,Excited,Positive,High,"Warm tones dominate, with a harmonious blend of bright, saturated colors.","Consistent lighting with little shadow, emphasizing the color vibrancy.","Symmetrical, with vertical alignment creating a balanced visual flow.","A vibrant, geometric composition features nine vertical, colorful strips on a warm yellow background. The strips, each uniquely colored, stand in stark contrast to the uniform backdrop, creating a lively symmetrical pattern."
/kaggle/working/Images/Sōsaku hanga/0025736_MakiHaku-Poem70-4.jpg,Contentment,Positive,Low,"A mix of cool and warm tones, with moderate saturation, creates a gentle yet striking contrast.","Minimal contrast between light and shadow, enhancing the crisp, clear shapes.","The layout is dynamic, drawing the viewer's eye across the canvas with a central focal point.","The image presents an abstract composition with a dominant black form contrasted against a textured, light background. Subtle elements of white and earthy red accentuate the design, creating an intriguing focal point."
/kaggle/working/Images/Sōsaku hanga/0026671_KaoruKawano-KokeshiDoll.jpg,Calm,Positive,Low,"The artwork uses cool and neutral tones, with muted reds adding subtle warmth. The contrasting dark and light colors enhance the design.","The light source is soft, with gentle contrast between light and shadow, enhancing the figure's contours without harshness.","The composition is symmetrical and centered, focusing on the single figure, drawing attention to its simplicity and elegance.","The image depicts a stylized figure resembling a wooden doll, known as a kokeshi, against a dark, textured background. The figure is adorned with ribbon-like accents in shades of red and white, creating a serene, balanced composition."
/kaggle/working/Images/Sōsaku hanga/0026768_MakiHaku-Poem71-36.jpg,Excited,Positive,High,"Predominantly cool green tones contrasted with warm orange, moderate saturation, balanced contrast.","High contrast enhances form, with the bright green and orange standing out against the dark background.","Dynamic with diagonal movement, guiding the eye across and around the image.","The artwork features a vibrant green abstract shape on a dark background, accented by an orange oval. The form suggests organic or topographical elements, with textured patterns and flowing lines creating dynamic visual interest."
/kaggle/working/Images/Sōsaku hanga/0028100_KoshiroOnchi-AllegoryColumbus'sEgg.jpg,Calm,Positive,Low,"Cool tones dominate with blue and gray, accented by warm reds and browns, offering balanced contrast.","Soft light creates gentle contrasts, enhancing the soothing atmosphere without harshness.","Asymmetrical with a dynamic interplay between shapes, capturing attention through varied positioning.","The image exhibits abstract elements with geometric shapes and organic forms. A large blue-gray cloud-like structure looms above, while a dynamic, multicolored form resembling a bowtie rests prominently below. The background is muted and textured."
/kaggle/working/Images/Sōsaku hanga/0028183_MakiHaku-WinterTree(work74-72).jpg,Calm,Positive,Low,"Cool tones dominate, with deep blues and blacks; the saturation is balanced and the contrast subtle yet striking.","Light source is diffuse, creating a gentle contrast; shadows are soft, enhancing the ethereal quality.","Central focus with a sense of balance and harmony, emphasizing the natural formation of the trees.","The image depicts an elegant cluster of trees with intricately interwoven branches set against a pale, textured backdrop. The composition is minimal yet rich, focusing on the contrast between the dark silhouettes and the soft background."
/kaggle/working/Images/Sōsaku hanga/0028230_KanaeYamamoto-DutchGirlInLandscape.jpg,Contentment,Positive,Low,"Cool tones dominate with muted greens and blues, creating a subdued contrast.","Soft and subtle, with diffused light enhancing the tranquil mood.","Balanced and symmetrical, with the woman as the central focus.","The image displays a serene landscape with a woman in traditional attire standing on a hill overlooking a meandering river. Gentle hills and sparse trees dot the background, under a sky streaked with delicate clouds."
/kaggle/working/Images/Sōsaku hanga/0029102_UnichiHiratsuka-LandscapeinIzumo.jpg,Happy,Positive,High,"Dominated by warm, saturated yellows and greens with contrasting cool blues.",The bright sky creates a high contrast with softer shadows across the land.,Dynamic composition with a central mountain peak focusing the viewer's gaze.,The image portrays a vivid landscape with a prominent green mountain against a bright yellow sky. Interspersed are subtle blues and oranges that convey texture and depth. The foreground features a serene expanse of water and neatly arranged fields.
/kaggle/working/Images/Sōsaku hanga/0029352_AsanoTakeji-Tojinbo.jpg,Calm,Positive,Low,"Mostly cool tones with pops of warm earth tones, moderate contrast.","Soft light casting gentle shadows, creating depth.","Dynamic, with a strong vertical emphasis from cliffs guiding the eye.","The image depicts a serene coastal scene with two small wooden boats gliding across a tranquil turquoise sea, flanked by towering, rugged cliffs. Puffy clouds float above the azure horizon, completing this idyllic landscape."
/kaggle/working/Images/Sōsaku hanga/0029447_KoshiroOnchi-Diving.jpg,Calm,Positive,Low,"Cool tones predominantly with low saturation, creating a serene atmosphere.",Soft light enhances the figure's contours against the pale background.,"Dynamic, focusing on the diagonal plunge of the diver.","A figure in a black swimsuit, captured mid-dive, dominates the composition. The minimalist backdrop of muted cream tones enhances the sense of motion and fluidity. The figure's position captures a moment of graceful athleticism."
"/kaggle/working/Images/Sōsaku hanga/0029515_KiyoshiSaito-Shisen-do,Kyoto(B).jpg",Calm,Positive,Low,"Cool tones dominate, with muted greens and deep browns, offering a restful contrast.","Soft shadows create a gentle play of light, enhancing the calm atmosphere.","Symmetrical and balanced, drawing attention toward the central pathway.","The image depicts a serene pathway lined with meticulously shaped hedges leading to a traditional house. The scene is enveloped in greenery, exuding a harmonious blend of nature and architecture."
/kaggle/working/Images/Sōsaku hanga/0029727_HiroyukiTajima-OrientalWall.jpg,Aroused,Positive,High,"Utilizes cool teal and warm yellow, creating a vivid contrast.","Subtle light sources enhance the blue hues, softly blending.","The central focus is dynamic, with a vertical emphasis.","The image features an abstract composition with a rectangular structure. Central to the art are textured layers of teal and mustard yellow, creating an organic feel. The outer frame is a bold, earthy brown, offering contrast."
/kaggle/working/Images/Sōsaku hanga/0030587_KaoruKawano-Twilight(D).jpg,Calm,Positive,Low,"Warm and cool tones blend gently, with muted saturation and low contrast.","Soft, subtle light source, minimal light-dark contrast.","Central focus with a balanced, harmonious arrangement.","An abstract composition featuring a textured form resembling a fish, surrounded by organic shapes that evoke aquatic plants. The background has a muted, earthy tone, providing a serene, natural backdrop that emphasizes tranquility."
/kaggle/working/Images/Sōsaku hanga/0031187_AsanoTakeji-Arashiyama.jpg,Calm,Positive,Low,"Dominated by cool blues and grays, with subtle variations, creating a calming effect.","Soft shadows suggest an overcast or twilight setting, with gentle contrasts.","Dynamic, with a balanced arrangement of elements leading the eye through the scene.","The image depicts a tranquil lakeside scene with boats gently docked by the shore and a background of lush trees. A traditional-style building is nestled amidst nature, creating a serene atmosphere. The landscape is crafted with a harmonious blend of shapes and tones."
/kaggle/working/Images/Sōsaku hanga/0031447_ToshiYoshida-Sangetsu-anHakoneMuesum.jpg,Calm,Positive,Low,"Warm tones dominate with rich saturation, providing vibrant autumnal contrast.","Soft, natural light illuminates the scene, casting gentle shadows for depth.","Balanced and symmetrical, with a central focus on the stone pathway leading to the gate.","The image captures a serene garden scene with graceful trees, stone path, and traditional gate. The foliage is a mix of vibrant autumn hues, creating a harmonious and tranquil atmosphere. Intricate woodblock details enhance the composition's depth."
/kaggle/working/Images/Sōsaku hanga/0031812_KiyoshiSaito-RainParis(A).jpg,Sad,Negative,Low,"Cool tones dominate, with muted shades creating low saturation and a gentle contrast.","Soft contrast from a gentle light source, creating subtle shadow play.","The composition is dynamic yet balanced, with the figures leading the eye toward the central structure.","A scene depicting two figures with umbrellas walking down a textured street toward a dark, looming building. The atmosphere is somber, with bare, sprawling trees framing the path. Shadows and light dance subtly across the scene."
/kaggle/working/Images/Sōsaku hanga/0052541_MakiHaku-Poem68-55.jpg,Calm,Positive,Low,"Muted with warm tones in red and orange, balanced by cool neutrals.","Soft, with subtle shadows enhancing texture.","Dynamic and asymmetrical, drawing the eye along the branch.","The artwork features a minimalist composition with a black circular brushstroke intersected by a thin branch. Accompanying it are abstract shapes in white, red, and orange, set against a textured off-white background."
/kaggle/working/Images/Sōsaku hanga/0052823_MakiHaku-Work73-45.jpg,Calm,Positive,Low,"The color scheme is monochromatic, with cool tones emphasizing the stark contrast between black and white, enhancing the visual impact.","The image lacks traditional light and shadow; instead, the textural white background provides a subtle play of light through its uneven surface.","The dynamic composition draws the eye along the sweeping curves, maintaining an asymmetrical balance that adds to the artwork's visual intrigue.","The image features bold, black abstract forms set against a textured white background. The composition presents a striking contrast, where the dark shapes curve and bend in an organic, fluid motion, creating a sense of movement and vitality."
/kaggle/working/Images/Sōsaku hanga/0052872_KaoruKawano-HuggingBird.jpg,Calm,Positive,Low,"Warm and subdued tones dominate, with muted beige and browns contrasting a small white bird, creating a harmonious balance.","Soft light with minimal shadows, adding to the gentle, tranquil atmosphere of the image.","Central focus on the figure and bird, creating an intimate and serene dynamic within a narrow frame.","The image depicts a softly outlined figure with closed eyes, cradling a small bird. The muted colors and gentle lines evoke a sense of tenderness and calm, enhanced by the bird's subtle presence."
/kaggle/working/Images/Sōsaku hanga/0053015_FunasakaYoshisuke-883.jpg,Excited,Positive,High,A mix of warm and cool tones; bright and highly saturated.,Even lighting; minimal contrast in background.,"Dynamic, with vertical emphasis and central focus.","The image features a series of colorful, wavy vertical lines against a backdrop of a monochromatic, dotted cityscape. The vibrant hues contrast sharply with the muted sepia tone, adding a dynamic, playful element to the urban scene."
/kaggle/working/Images/Sōsaku hanga/0053080_ToshiYoshida-VillageofPlums.jpg,Calm,Positive,Low,"Cool tones with subtle warmth, featuring low saturation and soft contrasts.","Soft lighting with gentle light-dark contrast, suggesting a diffused light source.","Symmetrical with a central focus, emphasizing balance and harmony.","The image depicts a serene village landscape with traditional Japanese houses surrounded by blossoming trees. Lush greenery extends across the foreground, while distant, misty mountains rise in the background, creating a peaceful atmosphere."
